Iteration,Seed,TabSyn_Test_AUC,TabSyn_Test_AUC_10x,Achieved_Ratio_10x,Time_Train_Sec,Time_Sample_Sec,Time_Sample_10x_Sec
3,44,0.5622347334562817,0.5639075091499635,10.0000,1522.49,9.20,28.26
4,45,0.5672380930622077,0.5755878093122134,10.0000,1673.58,9.24,28.33
