Iteration,Seed,TabSyn_Test_AUC,TabSyn_Test_AUC_10x,Achieved_Ratio_10x,Time_Train_Sec,Time_Sample_Sec,Time_Sample_10x_Sec
1,42,0.5655089915339429,0.5844079406177479,10.0000,1568.59,9.23,28.28
2,43,0.5599565123919645,0.5728566500721359,10.0000,1615.10,9.23,28.38
