Iteration,Seed,TabSyn_Test_AUC,TabSyn_Test_AUC_10x,Achieved_Ratio_10x,Time_Train_Sec,Time_Sample_Sec,Time_Sample_10x_Sec
1,42,0.5560934169320398,0.554365266376242,10.0000,1312.07,8.78,26.34
2,43,0.553774883761767,0.5759180265035542,10.0000,1244.36,8.65,26.20
