Iteration,Seed,TabSyn_Test_AUC,TabSyn_Test_AUC_10x,Achieved_Ratio_10x,Time_Train_Sec,Time_Sample_Sec,Time_Sample_10x_Sec
3,44,0.5582059388713059,0.5720409741922337,10.0000,1219.30,8.79,26.52
4,45,0.5490576916083487,0.5589472072736195,10.0000,1474.10,8.63,26.33
