Iteration,Seed,TabSyn_Test_AUC,TabSyn_Test_AUC_10x,Achieved_Ratio_10x,Time_Train_Sec,Time_Sample_Sec,Time_Sample_10x_Sec
1,42,0.6860362312984146,0.7224995775382603,10.0000,890.70,5.58,16.96
2,43,0.6877579159533799,0.7217077985212614,10.0000,949.23,5.59,17.05
