Iteration,Seed,TabSyn_Test_AUC,TabSyn_Test_AUC_10x,Achieved_Ratio_10x,Time_Train_Sec,Time_Sample_Sec,Time_Sample_10x_Sec
3,44,0.7257157971301991,0.7647953448389869,10.0000,801.75,5.61,17.06
4,45,0.689695117321911,0.686914951716909,10.0000,998.64,5.62,17.04
