Iteration,Seed,TabSyn_Test_AUC,TabSyn_Test_AUC_10x,Achieved_Ratio_10x,Time_Train_Sec,Time_Sample_Sec,Time_Sample_10x_Sec
3,44,0.6613081374702746,0.7276598558487073,10.0000,955.63,5.62,16.83
4,45,0.6554181636506573,0.7100968355778909,10.0000,954.40,5.60,16.76
