Iteration,Seed,TabSyn_Test_AUC,TabSyn_Test_AUC_10x,Achieved_Ratio_10x,Time_Train_Sec,Time_Sample_Sec,Time_Sample_10x_Sec
1,42,0.689793079464441,0.7064328065419119,10.0000,913.91,5.55,16.75
2,43,0.6532017701759154,0.6638318871672042,10.0000,928.17,5.54,16.80
